Opportunity_ID,Target
10689,0.5004576523972818
10690,0.5008308667307462
10691,0.5000338707613953
10692,0.5020731787667957
10693,0.5000030477258335
10694,0.5000030458149103
10695,0.5003902854410629
10696,0.5004629920880352
10697,0.5003999404721456
10698,0.5003050972145799
10699,0.5003817876983764
10700,0.5005912297851812
10701,0.5005912285640851
10702,0.5003500127072262
10703,0.5005912190281007
10704,0.5007894618709876
10705,0.500188532237113
10706,0.5098761168877284
10707,0.541169149061945
10708,0.5321897753350803
10709,0.4999968860845222
10710,0.500273170937113
10711,0.5002731720864277
10712,0.5016751340341425
10713,0.5002731692279405
10714,0.5059518182688093
10715,0.5000316252641455
10716,0.5000032921181508
10717,0.500556945513599
10718,0.5000208144235014
10719,0.5001166788039115
10720,0.5002361891141855
10721,0.5001387292902008
10722,0.5061225576815895
10723,0.521930611743864
10724,0.5038848867768799
10725,0.5000208645874432
10726,0.500139964118398
10727,0.5006178272852493
10728,0.5000086089882539
10729,0.5496175632621222
10730,0.5000136260824397
10731,0.500177351578403
10732,0.5004629382454024
10733,0.5004629381286325
10734,0.5005651251411907
10735,0.500118972701715
10736,0.5000165552140372
10737,0.5000198221350307
10738,0.5000650156812919
10739,0.5000021268188272
10740,0.500286166273085
10741,0.5000377836349282
10742,0.5001430414737533
10743,0.5002671707640921
10744,0.5002671707933561
10745,0.5002671697387907
10746,0.5002671720204273
10747,0.5002671709658619
10748,0.500026263109727
10749,0.5000018674566381
10750,0.500557419652233
10751,0.5004546723836034
10752,0.5004546713290386
10753,0.500264353260597
10754,0.5005216673495575
10755,0.5001167899970385
10756,0.5000204465785686
10757,0.5000011607481579
10758,0.5000225381023338
10759,0.5002109673159357
10760,0.501203154081559
10761,0.5000107609719898
10762,0.4999967833779928
10763,0.5000494107913382
10764,0.5001834743201884
10765,0.5007737157446496
10766,0.5011438766059965
10767,0.5006006079968007
10768,0.5008855789729605
10769,0.5053439312546287
10770,0.5003864995409341
10771,0.5038521903387212
10772,0.5172279174474501
10773,0.5001148067806106
10774,0.5025023908939149
10775,0.5037578509834469
10776,0.5008622968701935
10777,0.5001880790304084
10778,0.5000940957624066
10779,0.5001159966597823
10780,0.5000458217404036
10781,0.5002233016868559
10782,0.5007903513992576
10783,0.5014063687962614
10784,0.5000906947863577
10785,0.5003937093931756
10786,0.5002669048767551
10787,0.49999916560948665
10788,0.5002460620834063
10789,0.5002444539468325
10790,0.500468755561522
10791,0.5000003863511172
10792,0.5003494183899191
10793,0.5322918684752821
10794,0.532291867425115
10795,0.5001834384407177
10796,0.5004734292378336
10797,0.5003935947688977
10798,0.5004628839961581
10799,0.50032570253858
10800,0.5003941415737279
10801,0.50545382653293
10802,0.5004628692172727
10803,0.5241004174040085
10804,0.5000188827366256
10805,0.5473915196357938
10806,0.5000731291123993
10807,0.5004304651747081
10808,0.5004706669717308
10809,0.5001074702019207
10810,0.5024116241388403
10811,0.5000996534874412
10812,0.5002517775819008
10813,0.500805500616584
10814,0.5017716326650838
10815,0.5000966325371217
10816,0.5002052675129552
10817,0.5019234922933713
10818,0.5002020666518407
10819,0.5002084652547957
10820,0.5002957041713544
10821,0.5000896144110689
10822,0.518573483096931
10823,0.5096046034891275
10824,0.5002427168605591
10825,0.5001799093476755
10826,0.5000696537745625
10827,0.5000016535301699
