Opportunity_ID,Target
10689,0.5899902
10690,0.6024327
10691,0.7285611
10692,0.45971465
10693,0.7881184
10694,0.7881184
10695,0.3270465
10696,0.3272777
10697,0.5031337
10698,0.43985584
10699,0.506456
10700,0.67924434
10701,0.67616296
10702,0.69183004
10703,0.67306995
10704,0.7973118
10705,0.73865885
10706,0.33551183
10707,0.30872825
10708,0.32266706
10709,0.7545311
10710,0.5125381
10711,0.5292527
10712,0.7946882
10713,0.51605785
10714,0.44523573
10715,0.7829528
10716,0.64536256
10717,0.37213624
10718,0.72473204
10719,0.67139983
10720,0.33167014
10721,0.5400964
10722,0.79304224
10723,0.7342363
10724,0.7892788
10725,0.75383884
10726,0.55492884
10727,0.22305177
10728,0.7545311
10729,0.5149405
10730,0.81007534
10731,0.38992712
10732,0.5402766
10733,0.5402766
10734,0.35830536
10735,0.76946646
10736,0.81801593
10737,0.72472954
10738,0.71734893
10739,0.6393008
10740,0.20869087
10741,0.78741527
10742,0.76046747
10743,0.3270315
10744,0.3296949
10745,0.3296949
10746,0.33504683
10747,0.33504683
10748,0.72369015
10749,0.7878514
10750,0.49453983
10751,0.43159145
10752,0.43159145
10753,0.65592587
10754,0.72151464
10755,0.78410834
10756,0.7824514
10757,0.27996495
10758,0.2611258
10759,0.23667361
10760,0.104797415
10761,0.787683
10762,0.7312225
10763,0.7291824
10764,0.7542805
10765,0.31931508
10766,0.6228103
10767,0.6249141
10768,0.42853653
10769,0.44163594
10770,0.17327154
10771,0.31639925
10772,0.7927181
10773,0.56395435
10774,0.14254294
10775,0.13792141
10776,0.20981167
10777,0.44602457
10778,0.7677177
10779,0.77241474
10780,0.73866236
10781,0.45140916
10782,0.32971463
10783,0.1224507
10784,0.7700418
10785,0.41528076
10786,0.09697955
10787,0.7314552
10788,0.6213961
10789,0.20692104
10790,0.36207578
10791,0.72446537
10792,0.426421
10793,0.72255653
10794,0.72255653
10795,0.7542805
10796,0.5035678
10797,0.4529508
10798,0.4250088
10799,0.5075419
10800,0.45479646
10801,0.27807593
10802,0.3072628
10803,0.1002958
10804,0.5163308
10805,0.07386099
10806,0.6721409
10807,0.3116617
10808,0.5086447
10809,0.6502174
10810,0.10682509
10811,0.26849636
10812,0.79618657
10813,0.06939428
10814,0.068363085
10815,0.75991726
10816,0.47874752
10817,0.15198621
10818,0.7291686
10819,0.24039967
10820,0.78681666
10821,0.2655471
10822,0.065090746
10823,0.8108709
10824,0.10340765
10825,0.4398427
10826,0.7434415
10827,0.76323944
10828,0.7299166
