Opportunity_ID,Target
10689,0.6286668409768484
10690,0.6098769237846976
10691,0.7323957171795129
10692,0.5453126651956698
10693,0.8278436976784228
10694,0.8278436976784228
10695,0.5953386927005925
10696,0.6136669891217479
10697,0.6663900260453653
10698,0.5720188927302927
10699,0.5523591937510414
10700,0.655894098204457
10701,0.6691527489306114
10702,0.6854745712854091
10703,0.6708794855623809
10704,0.8852266004590218
10705,0.694448365885542
10706,0.29399641887534356
10707,0.35497211288249175
10708,0.44575664643245855
10709,0.8168510988248207
10710,0.6476396207699238
10711,0.7134721497198194
10712,0.7539680180949565
10713,0.7199767318350598
10714,0.5256674583600144
10715,0.794771270350501
10716,0.7234160428799827
10717,0.5719106352115964
10718,0.7589958196348365
10719,0.7935128955891906
10720,0.3065301173597564
10721,0.4899050028453691
10722,0.717706722266495
10723,0.6460287046129485
10724,0.7513540193069065
10725,0.8538575468266281
10726,0.7475050573142897
10727,0.3834628350199752
10728,0.8447974418462195
10729,0.5351989769754932
10730,0.7961226566779593
10731,0.07421939301580961
10732,0.6060501456875576
10733,0.6060501456875576
10734,0.5614917128619844
10735,0.768033019821411
10736,0.7380784154985699
10737,0.8240927643276809
10738,0.6395864835689843
10739,0.6036182920008188
10740,0.3975286058133155
10741,0.8585637037753687
10742,0.7467003920611436
10743,0.5454957774248874
10744,0.5561587867107121
10745,0.5561587867107121
10746,0.5590638104145701
10747,0.5590638104145701
10748,0.7728090663230608
10749,0.869095100104201
10750,0.7825008993852963
10751,0.638629557048108
10752,0.638629557048108
10753,0.6332234342534998
10754,0.6375278916640671
10755,0.80360748126126
10756,0.7903087627469051
10757,0.0623475196530225
10758,0.030089455136893466
10759,0.0
10760,0.07236583431054701
10761,0.8087384146097211
10762,0.7646191286300984
10763,0.7292380028078917
10764,0.7147132973989155
10765,0.40164067411144205
10766,0.8121678445051179
10767,0.8552536138641477
10768,0.5025125134314518
10769,0.5002385064559981
10770,0.4178489657417674
10771,0.11713647223408216
10772,0.6752961134556779
10773,0.67592893801064
10774,0.5496275879248504
10775,0.4204336587004526
10776,0.3406879916144672
10777,0.7215007078122679
10778,0.8132181446358175
10779,0.7807451951886885
10780,0.571555961121128
10781,0.7188925482285258
10782,0.543277058751813
10783,0.315889830265471
10784,0.7638962086206301
10785,0.5944603319745853
10786,0.0020161290322580645
10787,0.7365634871916664
10788,0.6837959873112264
10789,0.1825898445003078
10790,0.4430258980768536
10791,0.7980554025869357
10792,0.592256412254004
10793,0.827054412432061
10794,0.827054412432061
10795,0.7147132973989155
10796,0.6194042570104201
10797,0.6309468561284328
10798,0.5687618951095488
10799,0.7092336899673742
10800,0.671249779559723
10801,0.33162811578231716
10802,0.6296057126100963
10803,0.003364914655237236
10804,0.7637548885806283
10805,0.02795698924731183
10806,0.8311687132195891
10807,0.4309961746973029
10808,0.5681486981120788
10809,0.7499985271602643
10810,0.0
10811,0.03225806451612903
10812,0.8001887921308332
10813,0.0
10814,0.003364914655237236
10815,0.8190244277081442
10816,0.5510928557992587
10817,0.25183232759497703
10818,0.6350933279182671
10819,0.03225806451612903
10820,0.6156861913538371
10821,0.0467741935483871
10822,0.0
10823,0.8225841890288288
10824,0.06451612903225806
10825,0.5524760856480748
10826,0.7255990302087426
10827,0.8908910493002472
10828,0.8230004566625061
10829,0.8014857822664763
10830,0.6292428360862342
10831,0.7128944462334564
10832,0.5694066052005949
10833,0.46197074273178246
10834,0.0
10835,0.5645012450243792
10836,0.8263651208273233
10837,0.6430619106203375
10838,0.7626036097864936
10839,0.014516129032258065
10840,0.42200571269284376
10841,0.09487666034155598
10842,0.5571452473037274
10843,0.5704261070190729
10844,0.7406873480692753
10845,0.821536523407918
10846,0.6451442556786703
10847,0.6990352162920723
10848,0.0
10849,0.7992089278483104
10850,0.8282462457809044
