Opportunity_ID,Target
10689,0.9221042394638062
10690,0.3519980311393738
10691,0.8896875977516174
10692,0.5510128140449524
10693,0.983770489692688
10694,0.983770489692688
10695,0.6791015863418579
10696,0.7668914198875427
10697,0.8134920001029968
10698,0.7820954322814941
10699,0.7012461423873901
10700,0.9249798655509949
10701,0.9415613412857056
10702,0.9748937487602234
10703,0.8297609090805054
10704,0.9945375323295593
10705,0.9834001660346985
10706,0.19177556037902832
10707,0.19918161630630493
10708,0.32662075757980347
10709,0.9938742518424988
10710,0.988577127456665
10711,0.9788616895675659
10712,0.9543637037277222
10713,0.9900912046432495
10714,0.2515360116958618
10715,0.9791746735572815
10716,0.8254066705703735
10717,0.9543663263320923
10718,0.9746059775352478
10719,0.872387170791626
10720,0.37419307231903076
10721,0.863289475440979
10722,0.9225731492042542
10723,0.9873887300491333
10724,0.9897910952568054
10725,0.9983264803886414
10726,0.9431716203689575
10727,0.7580464482307434
10728,0.9962970614433289
10729,0.9761447310447693
10730,0.9862900376319885
10731,0.6320110559463501
10732,0.31484395265579224
10733,0.31484395265579224
10734,0.9370415806770325
10735,0.9899457097053528
10736,0.9834680557250977
10737,0.9580140709877014
10738,0.9833366274833679
10739,0.8895905017852783
10740,0.728539764881134
10741,0.9884922504425049
10742,0.94200199842453
10743,0.8803614974021912
10744,0.7521047592163086
10745,0.7521047592163086
10746,0.7521047592163086
10747,0.7521047592163086
10748,0.9900205135345459
10749,0.9898894429206848
10750,0.986434817314148
10751,0.502419114112854
10752,0.502419114112854
10753,0.655369222164154
10754,0.5301980376243591
10755,0.9872195720672607
10756,0.98912113904953
10757,0.39490193128585815
10758,0.6801614761352539
10759,0.24152833223342896
10760,0.17107343673706055
10761,0.9778990745544434
10762,0.9543961882591248
10763,0.9803234338760376
10764,0.9945766925811768
10765,0.11365419626235962
10766,0.9922981858253479
10767,0.9925329685211182
10768,0.7401732206344604
10769,0.2561988830566406
10770,0.07827675342559814
10771,0.8831073045730591
10772,0.7838261723518372
10773,0.5371828079223633
10774,0.06590795516967773
10775,0.0330500602722168
10776,0.03006422519683838
10777,0.8069854974746704
10778,0.8498730063438416
10779,0.5982827544212341
10780,0.8889937400817871
10781,0.5463938117027283
10782,0.07144677639007568
10783,0.04725205898284912
10784,0.2447095513343811
10785,0.33349883556365967
10786,0.10586106777191162
10787,0.988431453704834
10788,0.9540793299674988
10789,0.5915377736091614
10790,0.9532822370529175
10791,0.9848067760467529
10792,0.7814534902572632
10793,0.9817214012145996
10794,0.9817214012145996
10795,0.9945766925811768
10796,0.2037210464477539
10797,0.14557188749313354
10798,0.04276740550994873
10799,0.2963637113571167
10800,0.19540828466415405
10801,0.08052152395248413
10802,0.08150994777679443
10803,0.1216428279876709
10804,0.522903323173523
10805,0.0036454200744628906
10806,0.9882583618164062
10807,0.07305008172988892
10808,0.11138427257537842
10809,0.28897392749786377
10810,0.048568129539489746
10811,0.5501108765602112
10812,0.9084198474884033
10813,0.04062885046005249
10814,0.020742416381835938
10815,0.4918043613433838
10816,0.26550209522247314
