Opportunity_ID,Target
10689,0.50911224
10690,0.50911224
10691,0.19127262
10692,0.5556462
10693,0.3172927
10694,0.3172927
10695,0.3218903
10696,0.3218903
10697,0.25821096
10698,0.2272914
10699,0.2272914
10700,0.25821096
10701,0.25821096
10702,0.2272914
10703,0.25821096
10704,0.21867913
10705,0.45402682
10706,0.21964955
10707,0.52642876
10708,0.55247784
10709,0.2272914
10710,0.74512386
10711,0.74512386
10712,0.40071034
10713,0.74512386
10714,0.21964955
10715,0.44692582
10716,0.44692582
10717,0.74512386
10718,0.19127262
10719,0.44692582
10720,0.61556244
10721,0.3172927
10722,0.21867913
10723,0.40071034
10724,0.40071034
10725,0.2272914
10726,0.45402682
10727,0.74512386
10728,0.2272914
10729,0.74512386
10730,0.21867913
10731,0.8431268
10732,0.19304919
10733,0.19304919
10734,0.74512386
10735,0.35966116
10736,0.44692582
10737,0.19127262
10738,0.21867913
10739,0.3172927
10740,0.82806134
10741,0.3172927
10742,0.3172927
10743,0.19127262
10744,0.19127262
10745,0.19127262
10746,0.19127262
10747,0.19127262
10748,0.19127262
10749,0.19127262
10750,0.74512386
10751,0.6774723
10752,0.6774723
10753,0.44692582
10754,0.50911224
10755,0.44692582
10756,0.32985866
10757,0.8431268
10758,0.86563563
10759,0.9077261
10760,0.8069685
10761,0.3172927
10762,0.40071034
10763,0.40071034
10764,0.21867913
10765,0.74512386
10766,0.51377875
10767,0.51377875
10768,0.7045883
10769,0.3348645
10770,0.74512386
10771,0.6278568
10772,0.21867913
10773,0.25821096
10774,0.7648903
10775,0.6965529
10776,0.5556462
10777,0.25821096
10778,0.44692582
10779,0.44692582
10780,0.51627886
10781,0.44692582
10782,0.6774723
10783,0.74687743
10784,0.44692582
10785,0.7026348
10786,0.7187122
10787,0.40071034
10788,0.46183592
10789,0.55301094
10790,0.64740276
10791,0.46183592
10792,0.7026348
10793,0.21867913
10794,0.21867913
10795,0.21867913
10796,0.25821096
10797,0.25821096
10798,0.28628826
10799,0.25821096
10800,0.25821096
10801,0.7393218
10802,0.26556247
10803,0.7664727
10804,0.3218903
10805,0.73207325
10806,0.4295168
10807,0.6774723
10808,0.37827927
10809,0.25275475
10810,0.7647106
10811,0.8698657
10812,0.50911224
10813,0.8246432
10814,0.78589755
10815,0.5966203
10816,0.8431268
10817,0.6305881
10818,0.35966116
10819,0.8431268
10820,0.40071034
10821,0.8431268
10822,0.7664727
10823,0.40071034
10824,0.8778425
10825,0.25821096
10826,0.45402682
10827,0.2272914
10828,0.2762398
10829,0.44692582
10830,0.25275475
10831,0.25275475
10832,0.7026348
10833,0.6774723
10834,0.8231721
10835,0.25275475
10836,0.50911224
10837,0.22229266
10838,0.25275475
10839,0.8431268
10840,0.74512386
10841,0.55301094
10842,0.45402682
10843,0.45402682
10844,0.45402682
10845,0.50911224
10846,0.7026348
10847,0.6774723
10848,0.9077261
10849,0.4295168
10850,0.4295168
10851,0.73308223
10852,0.44692582
10853,0.44692582
10854,0.44692582
